run_id,task_id,arm,model,tool_version,site,start_url,success,failure_category,wall_clock_s,reset_s,setup_s,agent_s,model_turns,actions_or_tool_calls,input_tokens,output_tokens,cached_tokens,caching,est_cost_usd,cost_estimated,retries,retry_wait_ms,budget_exhausted,temperature,perturbation_id,spec_shape,rescored,source,timestamp
md-5_cu-openai_0505df52-ba9c-4dec-af13-6d75489d072f,md-5,cu-openai,gpt-5.6-sol,computer,nextjs-starter-medusa,http://127.0.0.1:3218,true,,59.702,25.818,3.751,30.133,7,19,19951,341,5540,provider-managed,0.112755,,0,0,false,default,none,none,,,2026-08-16T23:23:10.065Z
md-5_cu-openai_dd0b3fe3-d5c9-4949-9a40-4695eb18716c,md-5,cu-openai,gpt-5.6-sol,computer,nextjs-starter-medusa,http://127.0.0.1:3218,true,,57.990,26.160,3.782,28.048,7,19,20008,338,5576,provider-managed,0.112968,,0,0,false,default,none,none,,,2026-08-16T23:24:08.376Z
md-7_cu-openai_97e28ba4-e369-478b-93f3-61ec3e0f0cff,md-7,cu-openai,gpt-5.6-sol,computer,nextjs-starter-medusa,http://127.0.0.1:3218,true,,90.920,27.411,3.770,59.740,12,35,45422,617,5608,provider-managed,0.248424,,0,0,false,default,none,none,,,2026-08-16T23:25:39.355Z
md-7_cu-openai_f3154647-1a1b-4ba9-92fa-60e693ed9b13,md-7,cu-openai,gpt-5.6-sol,computer,nextjs-starter-medusa,http://127.0.0.1:3218,true,,91.849,27.609,3.708,60.532,13,37,50474,626,5562,provider-managed,0.273931,,0,0,false,default,none,none,,,2026-08-16T23:27:11.260Z
md-7_cu-openai_dd09a982-acc7-4e9f-af68-53025b9cdba0,md-7,cu-openai,gpt-5.6-sol,computer,nextjs-starter-medusa,http://127.0.0.1:3218,true,,94.605,27.398,3.760,63.447,13,36,50302,618,5568,provider-managed,0.272834,,0,0,false,default,none,none,,,2026-08-16T23:28:45.924Z
md-8_cu-openai_97ee6949-a0a5-42c6-85ab-270b1d5f4822,md-8,cu-openai,gpt-5.6-sol,computer,nextjs-starter-medusa,http://127.0.0.1:3218,true,,145.355,27.500,3.746,114.109,21,71,99157,1325,5834,provider-managed,0.538452,,0,0,false,default,none,none,,,2026-08-16T23:31:11.601Z
md-8_cu-openai_1f82b642-0f1d-4b5f-9f41-5efabf6c6f8f,md-8,cu-openai,gpt-5.6-sol,computer,nextjs-starter-medusa,http://127.0.0.1:3218,false,harness-agent: attempt timeout: 300s agent budget,27.301,27.301,0.000,0.000,0,0,0,0,0,unsupported,0,,0,0,false,default,none,none,,,2026-08-16T23:36:49.287Z
md-8_cu-openai_e651d272-e74a-436a-ac7d-654ade2c4cb1,md-8,cu-openai,gpt-5.6-sol,computer,nextjs-starter-medusa,http://127.0.0.1:3218,true,,128.283,27.333,3.738,97.212,19,69,85767,1174,5650,provider-managed,0.46688,,0,0,false,default,none,none,,,2026-08-16T23:38:57.902Z
ea-1_cu-openai_48ea45d9-2325-41a6-8231-1006a442c7a5,ea-1,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,false,"answer predicate failed: {""type"":""answer"",""contains"":[""consultation"",""haircut"",""massage""]}",142.390,28.468,2.590,111.332,18,67,82611,1850,5524,provider-managed,0.471317,,0,0,true,default,none,none,,,2026-08-16T23:42:15.062Z
ea-1_cu-openai_03e85bdf-147f-4a0b-8488-8d601460874f,ea-1,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,false,"answer predicate failed: {""type"":""answer"",""contains"":[""consultation"",""haircut"",""massage""]}",113.445,27.760,2.605,83.080,18,48,81097,1546,5665,provider-managed,0.4546975,,0,0,true,default,none,none,,,2026-08-16T23:44:08.563Z
ea-1_cu-openai_aea28caf-c794-425d-8aa5-49095596c807,ea-1,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,false,"answer predicate failed: {""type"":""answer"",""contains"":[""consultation"",""haircut"",""massage""]}",111.032,27.877,2.595,80.560,18,45,79770,1257,5604,provider-managed,0.439362,,0,0,true,default,none,none,,,2026-08-16T23:45:59.653Z
ea-2_cu-openai_079c0a76-787f-4c1e-94b8-3ef266567e5c,ea-2,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,56.521,28.240,2.604,25.677,6,13,15097,316,5538,provider-managed,0.087734,,0,0,false,default,none,none,,,2026-08-16T23:46:56.239Z
ea-2_cu-openai_b638b6e8-c8ad-4d67-9b99-efc6c6c52bd2,ea-2,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,false,harness-agent: attempt timeout: 300s agent budget,29.061,29.061,0.000,0.000,0,0,0,0,0,unsupported,0,,0,0,false,default,none,none,,,2026-08-16T23:52:36.372Z
ea-2_cu-openai_b62a31f7-83a5-4238-8e3f-08a1d808eb4d,ea-2,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,58.621,28.467,2.591,27.563,6,14,15233,315,5632,provider-managed,0.088431,,0,0,false,default,none,none,,,2026-08-16T23:53:35.052Z
ea-3_cu-openai_758ac0db-58ea-4243-a272-e92850672136,ea-3,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,false,"answer predicate failed: {""type"":""answer"",""contains"":[""consultation""]}",118.393,27.809,2.621,87.963,18,50,79998,1284,5588,provider-managed,0.441304,,0,0,true,default,none,none,,,2026-08-16T23:55:33.499Z
ea-3_cu-openai_8240c672-eda8-4149-8ee5-f18766e882de,ea-3,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,false,"answer predicate failed: {""type"":""answer"",""contains"":[""consultation""]}",153.610,27.910,2.597,123.103,18,51,79362,1502,5535,provider-managed,0.4446375,,0,0,true,default,none,none,,,2026-08-16T23:58:07.167Z
ea-3_cu-openai_a78e13f3-e22a-4db7-afd6-f7a42e4b6cba,ea-3,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,false,"answer predicate failed: {""type"":""answer"",""contains"":[""consultation""]}",112.083,27.986,2.600,81.497,18,45,78365,1036,5542,provider-managed,0.425676,,0,0,true,default,none,none,,,2026-08-16T23:59:59.309Z
ea-4_cu-openai_d6b6c067-a05c-4ece-903c-2768ee7a3bcc,ea-4,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,56.266,28.340,2.597,25.329,5,10,10272,189,5521,provider-managed,0.0597905,,0,0,false,default,none,none,,,2026-08-17T00:00:55.641Z
ea-4_cu-openai_772f824c-c195-46f3-8ade-1ac253dd2d90,ea-4,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,51.406,28.135,2.593,20.678,5,10,10338,254,5604,provider-managed,0.062112,,0,0,false,default,none,none,,,2026-08-17T00:01:47.112Z
ea-4_cu-openai_b8754ff4-a372-4f95-aabd-37041beee7b8,ea-4,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,50.641,27.923,3.514,19.205,6,12,15057,244,5529,provider-managed,0.0853695,,0,0,false,default,none,none,,,2026-08-17T00:02:37.817Z
ea-5_cu-openai_41b2f448-9dc2-49ee-93cd-197280c9976b,ea-5,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,77.769,27.906,2.604,47.259,10,23,35763,859,5588,provider-managed,0.207379,,0,0,false,default,none,none,,,2026-08-17T00:03:55.649Z
ea-5_cu-openai_573e91fe-97a6-4f54-b89b-e536b435216b,ea-5,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,false,harness-agent: attempt timeout: 300s agent budget,28.443,28.443,0.000,0.000,0,0,0,0,0,unsupported,0,,0,0,false,default,none,none,,,2026-08-17T00:09:32.681Z
ea-5_cu-openai_4ce78fb4-0a08-4225-b40d-24dd6702d93a,ea-5,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,151.782,28.496,2.614,120.671,22,57,102971,1710,5597,provider-managed,0.5689535,,0,0,false,default,none,none,,,2026-08-17T00:12:04.519Z
ea-6_cu-openai_98e854a4-a89b-40d0-b16a-9c85c8d4f68b,ea-6,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,89.902,28.599,2.593,58.710,10,32,35279,639,5579,provider-managed,0.1983545,,0,0,false,default,none,none,,,2026-08-17T00:13:34.847Z
ea-6_cu-openai_ebb484b0-9ffd-4f01-bef4-63f4aacada46,ea-6,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,false,harness-agent: attempt timeout: 300s agent budget,28.716,28.716,0.000,0.000,0,0,0,0,0,unsupported,0,,0,0,false,default,none,none,,,2026-08-17T00:19:15.681Z
ea-6_cu-openai_a03fc852-a9da-4271-a3dd-380db10b1a3e,ea-6,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,99.493,27.971,2.600,68.923,11,34,40868,794,5716,provider-managed,0.231018,,0,0,false,default,none,none,,,2026-08-17T00:20:55.591Z
ea-7_cu-openai_f7bd7f80-87e8-4e5a-8b6e-2c7156e0e9b6,ea-7,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,338.337,29.499,2.672,306.166,32,239,196665,4824,5597,provider-managed,1.1308435,,0,0,false,default,none,none,,,2026-08-17T00:26:34.262Z
ea-7_cu-openai_4e5e6966-1f2a-4039-94c5-672fc307f291,ea-7,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,336.482,28.709,2.607,305.167,30,132,170028,3441,5743,provider-managed,0.9562415,,0,0,false,default,none,none,,,2026-08-17T00:32:11.095Z
ea-7_cu-openai_1e6f0e5c-3afd-4625-873b-bf05a8d6fc82,ea-7,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,false,harness-agent: attempt timeout: 300s agent budget,28.540,28.540,0.000,0.000,0,0,0,0,0,unsupported,0,,0,0,false,default,none,none,,,2026-08-17T00:37:46.887Z
ea-8_cu-openai_32d3e8d8-c970-4c3a-a764-36f7214feee8,ea-8,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,64.127,28.761,2.596,32.769,6,21,15427,357,5654,provider-managed,0.090672,,0,0,false,default,none,none,,,2026-08-17T00:38:51.076Z
ea-8_cu-openai_3c998c6f-ec88-40d0-ac0f-1fc794d64a8f,ea-8,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,66.503,27.721,2.610,36.172,6,21,15470,372,5666,provider-managed,0.091343,,0,0,false,default,none,none,,,2026-08-17T00:39:57.638Z
ea-8_cu-openai_d0dfed4b-a3bd-4604-8068-72b5876d86cd,ea-8,cu-openai,gpt-5.6-sol,computer,easyappointments,http://127.0.0.1:3219,true,,67.688,28.507,2.600,36.581,6,21,15345,347,5589,provider-managed,0.0899295,,0,0,false,default,none,none,,,2026-08-17T00:41:05.386Z
lh-1_cu-openai_740207da-e7c9-404d-a286-7d37b5299947,lh-1,cu-openai,gpt-5.6-sol,computer,learnhouse,http://127.0.0.1:3220,true,,32.652,21.867,3.024,7.761,2,3,3052,178,0,provider-managed,0.0206,,0,0,false,default,none,none,,,2026-08-17T00:42:45.964Z
lh-1_cu-openai_a976b3a9-81a5-4b27-8dfd-20a65e657ca4,lh-1,cu-openai,gpt-5.6-sol,computer,learnhouse,http://127.0.0.1:3220,false,harness-agent: attempt timeout: 300s agent budget,21.886,21.886,0.000,0.000,0,0,0,0,0,unsupported,0,,0,0,false,default,none,none,,,2026-08-17T00:48:19.471Z
lh-1_cu-openai_9675d4f4-dfd7-4be9-9232-ec85a1cbe658,lh-1,cu-openai,gpt-5.6-sol,computer,learnhouse,http://127.0.0.1:3220,true,,32.330,21.313,3.014,8.003,2,3,3034,124,0,provider-managed,0.01889,,0,0,false,default,none,none,,,2026-08-17T00:48:51.861Z
lh-2_cu-openai_0287a571-033e-4ad6-8dca-b9482b888ce4,lh-2,cu-openai,gpt-5.6-sol,computer,learnhouse,http://127.0.0.1:3220,true,,66.173,21.283,3.026,41.865,5,10,10278,222,5528,provider-managed,0.060814,,0,0,false,default,none,none,,,2026-08-17T00:49:58.097Z
lh-2_cu-openai_c0fe432a-8663-4160-bf91-2b55c55d7ad1,lh-2,cu-openai,gpt-5.6-sol,computer,learnhouse,http://127.0.0.1:3220,true,,127.275,21.170,3.029,103.075,17,51,74995,1326,5522,provider-managed,0.417516,,0,0,false,default,none,none,,,2026-08-17T00:52:05.432Z
lh-2_cu-openai_09477cec-b49e-4108-87ab-da6384283247,lh-2,cu-openai,gpt-5.6-sol,computer,learnhouse,http://127.0.0.1:3220,true,,42.938,21.158,3.028,18.752,4,8,5561,188,5526,provider-managed,0.036208,,0,0,false,default,none,none,,,2026-08-17T00:52:48.427Z
lh-3_cu-openai_df6adce2-0f06-435e-8259-da81b283f524,lh-3,cu-openai,gpt-5.6-sol,computer,learnhouse,http://127.0.0.1:3220,true,,109.287,21.302,2.995,84.989,13,58,53050,1142,5557,provider-managed,0.3022885,,0,0,false,default,none,none,,,2026-08-17T00:54:37.769Z
lh-3_cu-openai_63a82fee-e3f2-4456-9d6f-fab8b7f6e733,lh-3,cu-openai,gpt-5.6-sol,computer,learnhouse,http://127.0.0.1:3220,true,,95.143,21.248,3.038,70.857,12,50,47357,975,5541,provider-managed,0.2688055,,0,0,false,default,none,none,,,2026-08-17T00:56:12.965Z
lh-3_cu-openai_32a8af12-fa04-48d6-bba4-272c99dc8011,lh-3,cu-openai,gpt-5.6-sol,computer,learnhouse,http://127.0.0.1:3220,true,,41.917,22.247,3.020,16.650,4,8,5614,207,5641,provider-managed,0.0371005,,0,0,false,default,none,none,,,2026-08-17T00:56:54.940Z
lh-5_cu-openai_2c987957-9e37-4c6e-a6bf-b0d73212ceff,lh-5,cu-openai,gpt-5.6-sol,computer,learnhouse,http://127.0.0.1:3220,true,,43.193,21.204,3.050,18.940,4,10,5774,405,5918,provider-managed,0.043979,,0,0,false,default,none,none,,,2026-08-17T00:57:38.213Z
